Category Size,Date,ItemSold,Ite M Category,Item Size (group) 1,Name
AR 400F_2X96X288,5/1/2019,6,AR 400F,2X96X288,19-May
AR 400F_2X96X288,6/1/2019,1,AR 400F,2X96X288,19-Jun
AR 400F_2X96X288,7/1/2019,4,AR 400F,2X96X288,19-Jul
AR 400F_2X96X288,8/1/2019,5,AR 400F,2X96X288,19-Aug
AR 400F_2X96X288,9/1/2019,1,AR 400F,2X96X288,19-Sep
AR 400F_2X96X288,10/1/2019,1,AR 400F,2X96X288,19-Oct
AR 400F_2X96X288,11/1/2019,3,AR 400F,2X96X288,19-Nov
AR 400F_2X96X288,12/1/2019,1,AR 400F,2X96X288,19-Dec
AR 400F_2X96X288,1/1/2020,6,AR 400F,2X96X288,20-Jan
AR 400F_2X96X288,2/1/2020,2,AR 400F,2X96X288,20-Feb
AR 400F_2X96X288,3/1/2020,3,AR 400F,2X96X288,20-Mar
AR 400F_2X96X288,4/1/2020,1,AR 400F,2X96X288,20-Apr
AR 400F_2X96X288,5/1/2020,4,AR 400F,2X96X288,20-May
AR 400F_2X96X288,6/1/2020,3,AR 400F,2X96X288,20-Jun
AR 400F_2X96X288,7/1/2020,2,AR 400F,2X96X288,20-Jul
AR 400F_2X96X288,8/1/2020,5,AR 400F,2X96X288,20-Aug
AR 400F_2X96X288,9/1/2020,1,AR 400F,2X96X288,20-Sep
AR 400F_2X96X288,10/1/2020,3,AR 400F,2X96X288,20-Oct
AR 400F_2X96X288,11/1/2020,4,AR 400F,2X96X288,20-Nov
AR 400F_2X96X288,12/1/2020,1,AR 400F,2X96X288,20-Dec
AR 400F_2X96X288,1/1/2021,1,AR 400F,2X96X288,21-Jan
AR 400F_2X96X288,2/1/2021,1,AR 400F,2X96X288,21-Feb
AR 400F_2X96X288,3/1/2021,1,AR 400F,2X96X288,21-Mar
AR 400F_2X96X288,4/1/2021,0,AR 400F,2X96X288,21-Apr
AR 400F_2X96X288,5/1/2021,6,AR 400F,2X96X288,21-May
AR 400F_2X96X288,6/1/2021,0,AR 400F,2X96X288,21-Jun
AR 400F_2X96X288,7/1/2021,3,AR 400F,2X96X288,21-Jul
AR 400F_2X96X288,8/1/2021,5,AR 400F,2X96X288,21-Aug
AR 400F_2X96X288,9/1/2021,3,AR 400F,2X96X288,21-Sep
AR 400F_2X96X288,10/1/2021,2,AR 400F,2X96X288,21-Oct
AR 400F_2X96X288,11/1/2021,1,AR 400F,2X96X288,21-Nov
AR 400F_2X96X288,12/1/2021,2,AR 400F,2X96X288,21-Dec
AR 400F_2X96X288,1/1/2022,1,AR 400F,2X96X288,22-Jan
AR 400F_2X96X288,2/1/2022,2,AR 400F,2X96X288,22-Feb
AR 400F_2X96X288,3/1/2022,10,AR 400F,2X96X288,22-Mar
AR 400F_2X96X288,4/1/2022,3,AR 400F,2X96X288,22-Apr
AR 400F_2X96X288,5/1/2022,17,AR 400F,2X96X288,22-May
AR 400F_2X96X288,6/1/2022,0,AR 400F,2X96X288,22-Jun
AR 400F_2X96X288,7/1/2022,0,AR 400F,2X96X288,22-Jul
AR 400F_2X96X288,8/1/2022,0,AR 400F,2X96X288,22-Aug
AR 400F_2X96X288,9/1/2022,0,AR 400F,2X96X288,22-Sep
AR 400F_2X96X288,10/1/2022,0,AR 400F,2X96X288,22-Oct
AR 400F_2X96X288,11/1/2022,1,AR 400F,2X96X288,22-Nov
AR 400F_2X96X288,12/1/2022,0,AR 400F,2X96X288,22-Dec
AR 400F_2X96X288,1/1/2023,4,AR 400F,2X96X288,23-Jan
AR 400F_2X96X288,2/1/2023,7,AR 400F,2X96X288,23-Feb
AR 400F_2X96X288,3/1/2023,1,AR 400F,2X96X288,23-Mar
AR 400F_2X96X288,4/1/2023,3,AR 400F,2X96X288,23-Apr
AR 400F_2X96X288,5/1/2023,3,AR 400F,2X96X288,23-May
AR 400F_2X96X288,6/1/2023,0,AR 400F,2X96X288,23-Jun
AR 400F_2X96X288,7/1/2023,0,AR 400F,2X96X288,23-Jul
AR 400F_2X96X288,8/1/2023,2,AR 400F,2X96X288,23-Aug
AR 400F_2X96X288,9/1/2023,0,AR 400F,2X96X288,23-Sep
AR 400F_2X96X288,10/1/2023,3,AR 400F,2X96X288,23-Oct
AR 400F_2X96X288,11/1/2023,4,AR 400F,2X96X288,23-Nov
AR 400F_2X96X288,12/1/2023,3,AR 400F,2X96X288,23-Dec
AR 400F_2X96X288,1/1/2024,3,AR 400F,2X96X288,24-Jan
AR 400F_2X96X288,2/1/2024,5,AR 400F,2X96X288,24-Feb
AR 400F_2X96X288,3/1/2024,1,AR 400F,2X96X288,24-Mar
AR 400F_2X96X288,4/1/2024,3,AR 400F,2X96X288,24-Apr
AR 400F_.5X96X288,2/1/2019,29,AR 400F,.5X96X288,19-Feb
AR 400F_.5X96X288,3/1/2019,31,AR 400F,.5X96X288,19-Mar
AR 400F_.5X96X288,4/1/2019,54,AR 400F,.5X96X288,19-Apr
AR 400F_.5X96X288,5/1/2019,42,AR 400F,.5X96X288,19-May
AR 400F_.5X96X288,6/1/2019,49,AR 400F,.5X96X288,19-Jun
AR 400F_.5X96X288,7/1/2019,41,AR 400F,.5X96X288,19-Jul
AR 400F_.5X96X288,8/1/2019,50,AR 400F,.5X96X288,19-Aug
AR 400F_.5X96X288,9/1/2019,37,AR 400F,.5X96X288,19-Sep
AR 400F_.5X96X288,10/1/2019,42,AR 400F,.5X96X288,19-Oct
AR 400F_.5X96X288,11/1/2019,28,AR 400F,.5X96X288,19-Nov
AR 400F_.5X96X288,12/1/2019,51,AR 400F,.5X96X288,19-Dec
AR 400F_.5X96X288,1/1/2020,95,AR 400F,.5X96X288,20-Jan
AR 400F_.5X96X288,2/1/2020,44,AR 400F,.5X96X288,20-Feb
AR 400F_.5X96X288,3/1/2020,47,AR 400F,.5X96X288,20-Mar
AR 400F_.5X96X288,4/1/2020,36,AR 400F,.5X96X288,20-Apr
AR 400F_.5X96X288,5/1/2020,46,AR 400F,.5X96X288,20-May
AR 400F_.5X96X288,6/1/2020,52,AR 400F,.5X96X288,20-Jun
AR 400F_.5X96X288,7/1/2020,31,AR 400F,.5X96X288,20-Jul
AR 400F_.5X96X288,8/1/2020,53,AR 400F,.5X96X288,20-Aug
AR 400F_.5X96X288,9/1/2020,21,AR 400F,.5X96X288,20-Sep
AR 400F_.5X96X288,10/1/2020,64,AR 400F,.5X96X288,20-Oct
AR 400F_.5X96X288,11/1/2020,62,AR 400F,.5X96X288,20-Nov
AR 400F_.5X96X288,12/1/2020,57,AR 400F,.5X96X288,20-Dec
AR 400F_.5X96X288,1/1/2021,105,AR 400F,.5X96X288,21-Jan
AR 400F_.5X96X288,2/1/2021,58,AR 400F,.5X96X288,21-Feb
AR 400F_.5X96X288,3/1/2021,58,AR 400F,.5X96X288,21-Mar
AR 400F_.5X96X288,4/1/2021,45,AR 400F,.5X96X288,21-Apr
AR 400F_.5X96X288,5/1/2021,86,AR 400F,.5X96X288,21-May
AR 400F_.5X96X288,6/1/2021,75,AR 400F,.5X96X288,21-Jun
AR 400F_.5X96X288,7/1/2021,83,AR 400F,.5X96X288,21-Jul
AR 400F_.5X96X288,8/1/2021,53,AR 400F,.5X96X288,21-Aug
AR 400F_.5X96X288,9/1/2021,78,AR 400F,.5X96X288,21-Sep
AR 400F_.5X96X288,10/1/2021,52,AR 400F,.5X96X288,21-Oct
AR 400F_.5X96X288,11/1/2021,71,AR 400F,.5X96X288,21-Nov
AR 400F_.5X96X288,12/1/2021,46,AR 400F,.5X96X288,21-Dec
AR 400F_.5X96X288,1/1/2022,181,AR 400F,.5X96X288,22-Jan
AR 400F_.5X96X288,2/1/2022,103,AR 400F,.5X96X288,22-Feb
AR 400F_.5X96X288,3/1/2022,99,AR 400F,.5X96X288,22-Mar
AR 400F_.5X96X288,4/1/2022,80,AR 400F,.5X96X288,22-Apr
AR 400F_.5X96X288,5/1/2022,103,AR 400F,.5X96X288,22-May
AR 400F_.5X96X288,6/1/2022,31,AR 400F,.5X96X288,22-Jun
AR 400F_.5X96X288,7/1/2022,83,AR 400F,.5X96X288,22-Jul
AR 400F_.5X96X288,8/1/2022,94,AR 400F,.5X96X288,22-Aug
AR 400F_.5X96X288,9/1/2022,91,AR 400F,.5X96X288,22-Sep
AR 400F_.5X96X288,10/1/2022,41,AR 400F,.5X96X288,22-Oct
AR 400F_.5X96X288,11/1/2022,55,AR 400F,.5X96X288,22-Nov
AR 400F_.5X96X288,12/1/2022,88,AR 400F,.5X96X288,22-Dec
AR 400F_.5X96X288,1/1/2023,75,AR 400F,.5X96X288,23-Jan
AR 400F_.5X96X288,2/1/2023,144,AR 400F,.5X96X288,23-Feb
AR 400F_.5X96X288,3/1/2023,87,AR 400F,.5X96X288,23-Mar
AR 400F_.5X96X288,4/1/2023,47,AR 400F,.5X96X288,23-Apr
AR 400F_.5X96X288,5/1/2023,114,AR 400F,.5X96X288,23-May
AR 400F_.5X96X288,6/1/2023,49,AR 400F,.5X96X288,23-Jun
AR 400F_.5X96X288,7/1/2023,70,AR 400F,.5X96X288,23-Jul
AR 400F_.5X96X288,8/1/2023,31,AR 400F,.5X96X288,23-Aug
AR 400F_.5X96X288,9/1/2023,35,AR 400F,.5X96X288,23-Sep
AR 400F_.5X96X288,10/1/2023,38,AR 400F,.5X96X288,23-Oct
AR 400F_.5X96X288,11/1/2023,69,AR 400F,.5X96X288,23-Nov
AR 400F_.5X96X288,12/1/2023,49,AR 400F,.5X96X288,23-Dec
AR 400F_.5X96X288,1/1/2024,69,AR 400F,.5X96X288,24-Jan
AR 400F_.5X96X288,2/1/2024,98,AR 400F,.5X96X288,24-Feb
AR 400F_.5X96X288,3/1/2024,65,AR 400F,.5X96X288,24-Mar
AR 400F_.5X96X288,4/1/2024,55,AR 400F,.5X96X288,24-Apr
AR 400F_.25X96X288,2/1/2019,9,AR 400F,.25X96X288,19-Feb
AR 400F_.25X96X288,3/1/2019,3,AR 400F,.25X96X288,19-Mar
AR 400F_.25X96X288,4/1/2019,52,AR 400F,.25X96X288,19-Apr
AR 400F_.25X96X288,5/1/2019,63,AR 400F,.25X96X288,19-May
AR 400F_.25X96X288,6/1/2019,49,AR 400F,.25X96X288,19-Jun
AR 400F_.25X96X288,7/1/2019,32,AR 400F,.25X96X288,19-Jul
AR 400F_.25X96X288,8/1/2019,69,AR 400F,.25X96X288,19-Aug
AR 400F_.25X96X288,9/1/2019,47,AR 400F,.25X96X288,19-Sep
AR 400F_.25X96X288,10/1/2019,45,AR 400F,.25X96X288,19-Oct
AR 400F_.25X96X288,11/1/2019,46,AR 400F,.25X96X288,19-Nov
AR 400F_.25X96X288,12/1/2019,43,AR 400F,.25X96X288,19-Dec
AR 400F_.25X96X288,1/1/2020,76,AR 400F,.25X96X288,20-Jan
AR 400F_.25X96X288,2/1/2020,117,AR 400F,.25X96X288,20-Feb
AR 400F_.25X96X288,3/1/2020,68,AR 400F,.25X96X288,20-Mar
AR 400F_.25X96X288,4/1/2020,53,AR 400F,.25X96X288,20-Apr
AR 400F_.25X96X288,5/1/2020,73,AR 400F,.25X96X288,20-May
AR 400F_.25X96X288,6/1/2020,56,AR 400F,.25X96X288,20-Jun
AR 400F_.25X96X288,7/1/2020,34,AR 400F,.25X96X288,20-Jul
AR 400F_.25X96X288,8/1/2020,39,AR 400F,.25X96X288,20-Aug
AR 400F_.25X96X288,9/1/2020,21,AR 400F,.25X96X288,20-Sep
AR 400F_.25X96X288,10/1/2020,51,AR 400F,.25X96X288,20-Oct
AR 400F_.25X96X288,11/1/2020,57,AR 400F,.25X96X288,20-Nov
AR 400F_.25X96X288,12/1/2020,69,AR 400F,.25X96X288,20-Dec
AR 400F_.25X96X288,1/1/2021,125,AR 400F,.25X96X288,21-Jan
AR 400F_.25X96X288,2/1/2021,132,AR 400F,.25X96X288,21-Feb
AR 400F_.25X96X288,3/1/2021,115,AR 400F,.25X96X288,21-Mar
AR 400F_.25X96X288,4/1/2021,27,AR 400F,.25X96X288,21-Apr
AR 400F_.25X96X288,5/1/2021,6,AR 400F,.25X96X288,21-May
AR 400F_.25X96X288,6/1/2021,0,AR 400F,.25X96X288,21-Jun
AR 400F_.25X96X288,7/1/2021,1,AR 400F,.25X96X288,21-Jul
AR 400F_.25X96X288,8/1/2021,0,AR 400F,.25X96X288,21-Aug
AR 400F_.25X96X288,9/1/2021,155,AR 400F,.25X96X288,21-Sep
AR 400F_.25X96X288,10/1/2021,90,AR 400F,.25X96X288,21-Oct
AR 400F_.25X96X288,11/1/2021,125,AR 400F,.25X96X288,21-Nov
AR 400F_.25X96X288,12/1/2021,169,AR 400F,.25X96X288,21-Dec
AR 400F_.25X96X288,1/1/2022,88,AR 400F,.25X96X288,22-Jan
AR 400F_.25X96X288,2/1/2022,63,AR 400F,.25X96X288,22-Feb
AR 400F_.25X96X288,3/1/2022,112,AR 400F,.25X96X288,22-Mar
AR 400F_.25X96X288,4/1/2022,7,AR 400F,.25X96X288,22-Apr
AR 400F_.25X96X288,5/1/2022,169,AR 400F,.25X96X288,22-May
AR 400F_.25X96X288,6/1/2022,0,AR 400F,.25X96X288,22-Jun
AR 400F_.25X96X288,7/1/2022,213,AR 400F,.25X96X288,22-Jul
AR 400F_.25X96X288,8/1/2022,84,AR 400F,.25X96X288,22-Aug
AR 400F_.25X96X288,9/1/2022,41,AR 400F,.25X96X288,22-Sep
AR 400F_.25X96X288,10/1/2022,0,AR 400F,.25X96X288,22-Oct
AR 400F_.25X96X288,11/1/2022,15,AR 400F,.25X96X288,22-Nov
AR 400F_.25X96X288,12/1/2022,56,AR 400F,.25X96X288,22-Dec
AR 400F_.25X96X288,1/1/2023,97,AR 400F,.25X96X288,23-Jan
AR 400F_.25X96X288,2/1/2023,118,AR 400F,.25X96X288,23-Feb
AR 400F_.25X96X288,3/1/2023,65,AR 400F,.25X96X288,23-Mar
AR 400F_.25X96X288,4/1/2023,46,AR 400F,.25X96X288,23-Apr
AR 400F_.25X96X288,5/1/2023,129,AR 400F,.25X96X288,23-May
AR 400F_.25X96X288,6/1/2023,8,AR 400F,.25X96X288,23-Jun
AR 400F_.25X96X288,7/1/2023,0,AR 400F,.25X96X288,23-Jul
AR 400F_.25X96X288,8/1/2023,69,AR 400F,.25X96X288,23-Aug
AR 400F_.25X96X288,9/1/2023,32,AR 400F,.25X96X288,23-Sep
AR 400F_.25X96X288,10/1/2023,53,AR 400F,.25X96X288,23-Oct
AR 400F_.25X96X288,11/1/2023,12,AR 400F,.25X96X288,23-Nov
AR 400F_.25X96X288,12/1/2023,69,AR 400F,.25X96X288,23-Dec
AR 400F_.25X96X288,1/1/2024,34,AR 400F,.25X96X288,24-Jan
AR 400F_.25X96X288,2/1/2024,69,AR 400F,.25X96X288,24-Feb
AR 400F_.25X96X288,3/1/2024,87,AR 400F,.25X96X288,24-Mar
AR 400F_.25X96X288,4/1/2024,49,AR 400F,.25X96X288,24-Apr
AR 400F_.75X96X288,2/1/2019,14,AR 400F,.75X96X288,19-Feb
AR 400F_.75X96X288,3/1/2019,38,AR 400F,.75X96X288,19-Mar
AR 400F_.75X96X288,4/1/2019,14,AR 400F,.75X96X288,19-Apr
AR 400F_.75X96X288,5/1/2019,50,AR 400F,.75X96X288,19-May
AR 400F_.75X96X288,6/1/2019,22,AR 400F,.75X96X288,19-Jun
AR 400F_.75X96X288,7/1/2019,15,AR 400F,.75X96X288,19-Jul
AR 400F_.75X96X288,8/1/2019,23,AR 400F,.75X96X288,19-Aug
AR 400F_.75X96X288,9/1/2019,23,AR 400F,.75X96X288,19-Sep
AR 400F_.75X96X288,10/1/2019,16,AR 400F,.75X96X288,19-Oct
AR 400F_.75X96X288,11/1/2019,26,AR 400F,.75X96X288,19-Nov
AR 400F_.75X96X288,12/1/2019,21,AR 400F,.75X96X288,19-Dec
AR 400F_.75X96X288,1/1/2020,55,AR 400F,.75X96X288,20-Jan
AR 400F_.75X96X288,2/1/2020,33,AR 400F,.75X96X288,20-Feb
AR 400F_.75X96X288,3/1/2020,28,AR 400F,.75X96X288,20-Mar
AR 400F_.75X96X288,4/1/2020,24,AR 400F,.75X96X288,20-Apr
AR 400F_.75X96X288,5/1/2020,30,AR 400F,.75X96X288,20-May
AR 400F_.75X96X288,6/1/2020,25,AR 400F,.75X96X288,20-Jun
AR 400F_.75X96X288,7/1/2020,30,AR 400F,.75X96X288,20-Jul
AR 400F_.75X96X288,8/1/2020,14,AR 400F,.75X96X288,20-Aug
AR 400F_.75X96X288,9/1/2020,47,AR 400F,.75X96X288,20-Sep
AR 400F_.75X96X288,10/1/2020,27,AR 400F,.75X96X288,20-Oct
AR 400F_.75X96X288,11/1/2020,28,AR 400F,.75X96X288,20-Nov
AR 400F_.75X96X288,12/1/2020,20,AR 400F,.75X96X288,20-Dec
AR 400F_.75X96X288,1/1/2021,89,AR 400F,.75X96X288,21-Jan
AR 400F_.75X96X288,2/1/2021,12,AR 400F,.75X96X288,21-Feb
AR 400F_.75X96X288,3/1/2021,22,AR 400F,.75X96X288,21-Mar
AR 400F_.75X96X288,4/1/2021,19,AR 400F,.75X96X288,21-Apr
AR 400F_.75X96X288,5/1/2021,46,AR 400F,.75X96X288,21-May
AR 400F_.75X96X288,6/1/2021,78,AR 400F,.75X96X288,21-Jun
AR 400F_.75X96X288,7/1/2021,31,AR 400F,.75X96X288,21-Jul
AR 400F_.75X96X288,8/1/2021,35,AR 400F,.75X96X288,21-Aug
AR 400F_.75X96X288,9/1/2021,42,AR 400F,.75X96X288,21-Sep
AR 400F_.75X96X288,10/1/2021,55,AR 400F,.75X96X288,21-Oct
AR 400F_.75X96X288,11/1/2021,56,AR 400F,.75X96X288,21-Nov
AR 400F_.75X96X288,12/1/2021,20,AR 400F,.75X96X288,21-Dec
AR 400F_.75X96X288,1/1/2022,39,AR 400F,.75X96X288,22-Jan
AR 400F_.75X96X288,2/1/2022,51,AR 400F,.75X96X288,22-Feb
AR 400F_.75X96X288,3/1/2022,48,AR 400F,.75X96X288,22-Mar
AR 400F_.75X96X288,4/1/2022,27,AR 400F,.75X96X288,22-Apr
AR 400F_.75X96X288,5/1/2022,32,AR 400F,.75X96X288,22-May
AR 400F_.75X96X288,6/1/2022,23,AR 400F,.75X96X288,22-Jun
AR 400F_.75X96X288,7/1/2022,21,AR 400F,.75X96X288,22-Jul
AR 400F_.75X96X288,8/1/2022,18,AR 400F,.75X96X288,22-Aug
AR 400F_.75X96X288,9/1/2022,61,AR 400F,.75X96X288,22-Sep
AR 400F_.75X96X288,10/1/2022,27,AR 400F,.75X96X288,22-Oct
AR 400F_.75X96X288,11/1/2022,31,AR 400F,.75X96X288,22-Nov
AR 400F_.75X96X288,12/1/2022,34,AR 400F,.75X96X288,22-Dec
AR 400F_.75X96X288,1/1/2023,50,AR 400F,.75X96X288,23-Jan
AR 400F_.75X96X288,2/1/2023,50,AR 400F,.75X96X288,23-Feb
AR 400F_.75X96X288,3/1/2023,60,AR 400F,.75X96X288,23-Mar
AR 400F_.75X96X288,4/1/2023,28,AR 400F,.75X96X288,23-Apr
AR 400F_.75X96X288,5/1/2023,34,AR 400F,.75X96X288,23-May
AR 400F_.75X96X288,6/1/2023,15,AR 400F,.75X96X288,23-Jun
AR 400F_.75X96X288,7/1/2023,40,AR 400F,.75X96X288,23-Jul
AR 400F_.75X96X288,8/1/2023,14,AR 400F,.75X96X288,23-Aug
AR 400F_.75X96X288,9/1/2023,22,AR 400F,.75X96X288,23-Sep
AR 400F_.75X96X288,10/1/2023,31,AR 400F,.75X96X288,23-Oct
AR 400F_.75X96X288,11/1/2023,31,AR 400F,.75X96X288,23-Nov
AR 400F_.75X96X288,12/1/2023,40,AR 400F,.75X96X288,23-Dec
AR 400F_.75X96X288,1/1/2024,35,AR 400F,.75X96X288,24-Jan
AR 400F_.75X96X288,2/1/2024,34,AR 400F,.75X96X288,24-Feb
AR 400F_.75X96X288,3/1/2024,28,AR 400F,.75X96X288,24-Mar
AR 400F_.75X96X288,4/1/2024,24,AR 400F,.75X96X288,24-Apr
AR 400F_.375X96X288,2/1/2019,28,AR 400F,.375X96X288,19-Feb
AR 400F_.375X96X288,3/1/2019,16,AR 400F,.375X96X288,19-Mar
AR 400F_.375X96X288,4/1/2019,32,AR 400F,.375X96X288,19-Apr
AR 400F_.375X96X288,5/1/2019,33,AR 400F,.375X96X288,19-May
AR 400F_.375X96X288,6/1/2019,39,AR 400F,.375X96X288,19-Jun
AR 400F_.375X96X288,7/1/2019,6,AR 400F,.375X96X288,19-Jul
AR 400F_.375X96X288,8/1/2019,74,AR 400F,.375X96X288,19-Aug
AR 400F_.375X96X288,9/1/2019,54,AR 400F,.375X96X288,19-Sep
AR 400F_.375X96X288,10/1/2019,28,AR 400F,.375X96X288,19-Oct
AR 400F_.375X96X288,11/1/2019,55,AR 400F,.375X96X288,19-Nov
AR 400F_.375X96X288,12/1/2019,38,AR 400F,.375X96X288,19-Dec
AR 400F_.375X96X288,1/1/2020,86,AR 400F,.375X96X288,20-Jan
AR 400F_.375X96X288,2/1/2020,48,AR 400F,.375X96X288,20-Feb
AR 400F_.375X96X288,3/1/2020,83,AR 400F,.375X96X288,20-Mar
AR 400F_.375X96X288,4/1/2020,21,AR 400F,.375X96X288,20-Apr
AR 400F_.375X96X288,5/1/2020,54,AR 400F,.375X96X288,20-May
AR 400F_.375X96X288,6/1/2020,37,AR 400F,.375X96X288,20-Jun
AR 400F_.375X96X288,7/1/2020,22,AR 400F,.375X96X288,20-Jul
AR 400F_.375X96X288,8/1/2020,14,AR 400F,.375X96X288,20-Aug
AR 400F_.375X96X288,9/1/2020,50,AR 400F,.375X96X288,20-Sep
AR 400F_.375X96X288,10/1/2020,34,AR 400F,.375X96X288,20-Oct
AR 400F_.375X96X288,11/1/2020,78,AR 400F,.375X96X288,20-Nov
AR 400F_.375X96X288,12/1/2020,29,AR 400F,.375X96X288,20-Dec
AR 400F_.375X96X288,1/1/2021,98,AR 400F,.375X96X288,21-Jan
AR 400F_.375X96X288,2/1/2021,29,AR 400F,.375X96X288,21-Feb
AR 400F_.375X96X288,3/1/2021,65,AR 400F,.375X96X288,21-Mar
AR 400F_.375X96X288,4/1/2021,0,AR 400F,.375X96X288,21-Apr
AR 400F_.375X96X288,5/1/2021,67,AR 400F,.375X96X288,21-May
AR 400F_.375X96X288,6/1/2021,118,AR 400F,.375X96X288,21-Jun
AR 400F_.375X96X288,7/1/2021,27,AR 400F,.375X96X288,21-Jul
AR 400F_.375X96X288,8/1/2021,41,AR 400F,.375X96X288,21-Aug
AR 400F_.375X96X288,9/1/2021,39,AR 400F,.375X96X288,21-Sep
AR 400F_.375X96X288,10/1/2021,9,AR 400F,.375X96X288,21-Oct
AR 400F_.375X96X288,11/1/2021,16,AR 400F,.375X96X288,21-Nov
AR 400F_.375X96X288,12/1/2021,84,AR 400F,.375X96X288,21-Dec
AR 400F_.375X96X288,1/1/2022,108,AR 400F,.375X96X288,22-Jan
AR 400F_.375X96X288,2/1/2022,75,AR 400F,.375X96X288,22-Feb
AR 400F_.375X96X288,3/1/2022,33,AR 400F,.375X96X288,22-Mar
AR 400F_.375X96X288,4/1/2022,119,AR 400F,.375X96X288,22-Apr
AR 400F_.375X96X288,5/1/2022,119,AR 400F,.375X96X288,22-May
AR 400F_.375X96X288,6/1/2022,0,AR 400F,.375X96X288,22-Jun
AR 400F_.375X96X288,7/1/2022,94,AR 400F,.375X96X288,22-Jul
AR 400F_.375X96X288,8/1/2022,87,AR 400F,.375X96X288,22-Aug
AR 400F_.375X96X288,9/1/2022,33,AR 400F,.375X96X288,22-Sep
AR 400F_.375X96X288,10/1/2022,33,AR 400F,.375X96X288,22-Oct
AR 400F_.375X96X288,11/1/2022,39,AR 400F,.375X96X288,22-Nov
AR 400F_.375X96X288,12/1/2022,117,AR 400F,.375X96X288,22-Dec
AR 400F_.375X96X288,1/1/2023,62,AR 400F,.375X96X288,23-Jan
AR 400F_.375X96X288,2/1/2023,99,AR 400F,.375X96X288,23-Feb
AR 400F_.375X96X288,3/1/2023,101,AR 400F,.375X96X288,23-Mar
AR 400F_.375X96X288,4/1/2023,41,AR 400F,.375X96X288,23-Apr
AR 400F_.375X96X288,5/1/2023,43,AR 400F,.375X96X288,23-May
AR 400F_.375X96X288,6/1/2023,24,AR 400F,.375X96X288,23-Jun
AR 400F_.375X96X288,7/1/2023,42,AR 400F,.375X96X288,23-Jul
AR 400F_.375X96X288,8/1/2023,23,AR 400F,.375X96X288,23-Aug
AR 400F_.375X96X288,9/1/2023,35,AR 400F,.375X96X288,23-Sep
AR 400F_.375X96X288,10/1/2023,51,AR 400F,.375X96X288,23-Oct
AR 400F_.375X96X288,11/1/2023,62,AR 400F,.375X96X288,23-Nov
AR 400F_.375X96X288,12/1/2023,50,AR 400F,.375X96X288,23-Dec
AR 400F_.375X96X288,1/1/2024,73,AR 400F,.375X96X288,24-Jan
AR 400F_.375X96X288,2/1/2024,67,AR 400F,.375X96X288,24-Feb
AR 400F_.375X96X288,3/1/2024,55,AR 400F,.375X96X288,24-Mar
AR 400F_.375X96X288,4/1/2024,63,AR 400F,.375X96X288,24-Apr
AR 400F_.625X96X288,2/1/2019,2,AR 400F,.625X96X288,19-Feb
AR 400F_.625X96X288,3/1/2019,35,AR 400F,.625X96X288,19-Mar
AR 400F_.625X96X288,4/1/2019,10,AR 400F,.625X96X288,19-Apr
AR 400F_.625X96X288,5/1/2019,14,AR 400F,.625X96X288,19-May
AR 400F_.625X96X288,6/1/2019,5,AR 400F,.625X96X288,19-Jun
AR 400F_.625X96X288,7/1/2019,5,AR 400F,.625X96X288,19-Jul
AR 400F_.625X96X288,8/1/2019,18,AR 400F,.625X96X288,19-Aug
AR 400F_.625X96X288,9/1/2019,11,AR 400F,.625X96X288,19-Sep
AR 400F_.625X96X288,10/1/2019,9,AR 400F,.625X96X288,19-Oct
AR 400F_.625X96X288,11/1/2019,5,AR 400F,.625X96X288,19-Nov
AR 400F_.625X96X288,12/1/2019,15,AR 400F,.625X96X288,19-Dec
AR 400F_.625X96X288,1/1/2020,12,AR 400F,.625X96X288,20-Jan
AR 400F_.625X96X288,2/1/2020,7,AR 400F,.625X96X288,20-Feb
AR 400F_.625X96X288,3/1/2020,21,AR 400F,.625X96X288,20-Mar
AR 400F_.625X96X288,4/1/2020,10,AR 400F,.625X96X288,20-Apr
AR 400F_.625X96X288,5/1/2020,9,AR 400F,.625X96X288,20-May
AR 400F_.625X96X288,6/1/2020,21,AR 400F,.625X96X288,20-Jun
AR 400F_.625X96X288,7/1/2020,13,AR 400F,.625X96X288,20-Jul
AR 400F_.625X96X288,8/1/2020,8,AR 400F,.625X96X288,20-Aug
AR 400F_.625X96X288,9/1/2020,7,AR 400F,.625X96X288,20-Sep
AR 400F_.625X96X288,10/1/2020,13,AR 400F,.625X96X288,20-Oct
AR 400F_.625X96X288,11/1/2020,17,AR 400F,.625X96X288,20-Nov
AR 400F_.625X96X288,12/1/2020,15,AR 400F,.625X96X288,20-Dec
AR 400F_.625X96X288,1/1/2021,23,AR 400F,.625X96X288,21-Jan
AR 400F_.625X96X288,2/1/2021,20,AR 400F,.625X96X288,21-Feb
AR 400F_.625X96X288,3/1/2021,12,AR 400F,.625X96X288,21-Mar
AR 400F_.625X96X288,4/1/2021,8,AR 400F,.625X96X288,21-Apr
AR 400F_.625X96X288,5/1/2021,14,AR 400F,.625X96X288,21-May
AR 400F_.625X96X288,6/1/2021,24,AR 400F,.625X96X288,21-Jun
AR 400F_.625X96X288,7/1/2021,19,AR 400F,.625X96X288,21-Jul
AR 400F_.625X96X288,8/1/2021,8,AR 400F,.625X96X288,21-Aug
AR 400F_.625X96X288,9/1/2021,15,AR 400F,.625X96X288,21-Sep
